id	type	description_short
834	EtcItem 	Aquamarine Echo Crystal
835	EtcItem 	Blue Echo Crystal
836	EtcItem 	Book of Kwyllinas
837	EtcItem 	Fairy Dust
838	EtcItem 	Vellior's Letter
839	EtcItem 	Icarus's Letter
840	EtcItem 	Drevanul Skull
841	EtcItem 	Icarus's Order Form
842	EtcItem 	Basilisk Ink
843	EtcItem 	Book of Aklantoth
844	EtcItem 	Book of Aklantoth P1 ~ P10
845	Armor 	Cat's Eye Earring
846	Armor 	Coral Earring
847	Armor 	Red Crescent Earring
848	Armor 	Enchanted Earring
849	Armor 	Tiger's Eye Earring
850	Armor 	Elven Earring
851	Armor 	Omen Beast's Eye Earring
852	Armor 	Moonstone Earring
853	Armor 	Earring of Protection
854	Armor 	Earring of Seal
855	Armor 	Nassen's Earring
856	Armor 	Adamantite Earring
857	Armor 	Blessed Earring
858	Armor 	Tateossian Earring
859	Armor 	Earring of Mana
860	Armor 	Sage's Earring
861	Armor 	Paradia Earring
862	Armor 	Majestic Earring
863	Armor 	Earring of Solar Eclipse
864	Armor 	Earring of Black Ore
865	Armor 	Earring of Summoning
866	Armor 	Otherworldly Earring
867	Armor 	Elemental Earring
868	Armor 	Earring of Phantom
869	Armor 	Earring of Grace
870	Armor 	Earring of Holy Spirit
871	Armor 	Phoenix Earring
872	Armor 	Cerberus Earring
873	Armor 	Earring of Aid
874	Armor 	Earring of Blessing
875	Armor 	Ring of Knowledge
876	Armor 	Ring of Anguish
877	Armor 	Ring of Wisdom
878	Armor 	Blue Coral Ring
879	Armor 	Enchanted Ring
880	Armor 	Black Pearl Ring
881	Armor 	Elven Ring
882	Armor 	Mithril Ring
883	Armor 	Aquastone Ring
884	Armor 	Ring of Protection
885	Armor 	Ring of Ages
886	Armor 	Ring of Seal
887	Armor 	Adamantite Ring
888	Armor 	Blessed Ring
889	Armor 	Tateossian Ring
890	Armor 	Ring of Devotion
891	Armor 	Sage's Ring
892	Armor 	Paradia Ring
893	Armor 	Majestic Ring
894	Armor 	Ring of Solar Eclipse
895	Armor 	Ring of Black Ore
896	Armor 	Ring of Summoning
897	Armor 	Otherworldly Ring
898	Armor 	Elemental Ring
899	Armor 	Ring of Phantom
900	Armor 	Ring of Grace
901	Armor 	Ring of Holy Spirit
902	Armor 	Phoenix Ring
903	Armor 	Cerberus Ring
904	Armor 	Ring of Aid
905	Armor 	Ring of Blessing
906	Armor 	Necklace of Knowledge
907	Armor 	Necklace of Anguish
908	Armor 	Necklace of Wisdom
909	Armor 	Blue Diamond Necklace
910	Armor 	Necklace of Devotion
911	Armor 	Enchanted Necklace
912	Armor 	Near Forest Necklace
913	Armor 	Elven Necklace
914	Armor 	Necklace of Darkness
915	Armor 	Aquastone Necklace
916	Armor 	Necklace of Protection
917	Armor 	Necklace of Mermaid
918	Armor 	Adamantite Necklace
919	Armor 	Blessed Necklace
920	Armor 	Tateossian Necklace
921	Armor 	Necklace of Mana
922	Armor 	Sage's Necklace
923	Armor 	Paradia Necklace
924	Armor 	Majestic Necklace
925	Armor 	Necklace of Solar Eclipse
926	Armor 	Necklace of Black Ore
927	Armor 	Necklace of Summoning
928	Armor 	Otherworldly Necklace
929	Armor 	Elemental Necklace
930	Armor 	Necklace of Phantom
931	Armor 	Necklace of Grace
932	Armor 	Necklace of Holy Spirit
933	Armor 	Phoenix Necklace
934	Armor 	Cerberus Necklace
935	Armor 	Necklace of Aid
936	Armor 	Necklace of Blessing
937	EtcItem 	Directions to Ruins
938	EtcItem 	Deck
939	EtcItem 	Gara's Quest Item #11
940	EtcItem 	Gara's Quest Item #12
941	EtcItem 	Gara's Proof of Bravery
942	EtcItem 	Gara's Proof of Justice
943	EtcItem 	Gara's Proof of Despair
944	EtcItem 	Deathknight Skull
945	Armor 	Skeleton Buckler
946	Weapon 	Skeleton Dagger
947	EtcItem 	Scroll: Enchant Weapon (B-Grade)
948	EtcItem 	Scroll: Enchant Armor (B-Grade)
949	EtcItem 	Crystal Scroll: Enchant Weapon (B-Grade)
950	EtcItem 	Crystal Scroll: Enchant Armor (B-Grade)
951	EtcItem 	Scroll: Enchant Weapon (C-Grade)
952	EtcItem 	Scroll: Enchant Armor (C-Grade)
953	EtcItem 	Crystal Scroll: Enchant Weapon (C-Grade)
954	EtcItem 	Crystal Scroll: Enchant Armor (C-Grade)
955	EtcItem 	Scroll: Enchant Weapon (D-Grade)
956	EtcItem 	Scroll: Enchant Armor (D-Grade)
957	EtcItem 	Crystal Scroll: Enchant Weapon (D-Grade)
958	EtcItem 	Crystal Scroll: Enchant Armor (D-Grade)
959	EtcItem 	Scroll: Enchant Weapon (S-Grade)
960	EtcItem 	Scroll: Enchant Armor (S-Grade)
961	EtcItem 	Crystal Scroll: Enchant Weapon (S-Grade)
962	EtcItem 	Crystal Scroll: Enchant Armor (S-Grade)
963	EtcItem 	Orcish Arrowhead
964	EtcItem 	Alberius's Letter
965	EtcItem 	Evergreen Amulet
966	EtcItem 	Dryad's Tears
967	EtcItem 	Cobendell Medicine
968	EtcItem 	Karrod's Letter
969	EtcItem 	Cecktinon's First Voucher
970	EtcItem 	Cecktinon's Second Voucher
971	EtcItem 	Soul Catcher
972	EtcItem 	Preserving Oil
973	EtcItem 	Zombie Head
974	EtcItem 	Steelbender Head
975	Weapon 	Blood Saber
976	EtcItem 	1st Mark of Sentinel
977	EtcItem 	2nd Mark of Sentinel
978	EtcItem 	Skullcrusher Amulet
979	EtcItem 	Bloodspear Amulet
980	EtcItem 	0
981	Weapon 	Red Sunset Sword
982	EtcItem 	Esrandell's Letter
983	EtcItem 	Kendell's Letter
984	EtcItem 	1st Onyx Talisman
985	EtcItem 	2nd Onyx Talisman
986	EtcItem 	Ancient Scroll
987	EtcItem 	Ancient Clay Tablet
988	EtcItem 	Kartia's Translation
989	Weapon 	Eldritch Dagger
990	Armor 	Mandragora Essence
991	Armor 	Royen's Key
992	Armor 	Shilen's 1st Mark
993	Armor 	Shilen's 2nd Mark
994	Armor 	Eye of Abyss
995	Armor 	Wanted Poster
996	Armor 	Alex's Dagger
997	Armor 	Pinter's Bill
998	Armor 	Book of Aklantoth - Part 1
999	Armor 	Book of Aklantoth - Part 2
1000	Armor 	Book of Aklantoth - Part 3
1001	EtcItem 	Book of Aklantoth - Part 4
1002	EtcItem 	Book of Aklantoth - Part 5
1003	EtcItem 	Book of Aklantoth - Part 6
1004	EtcItem 	Book of Aklantoth - Part 7
1005	EtcItem 	Book of Aklantoth - Part 8
1006	EtcItem 	Book of Aklantoth - Part 9
1007	EtcItem 	Book of Aklantoth - Part 10
1008	EtcItem 	Harrys's 1st Receipt
1009	EtcItem 	Harrys's 2nd Receipt
1010	EtcItem 	Golem Shard
1011	EtcItem 	Tool Box
1012	EtcItem 	Delivery List
1013	EtcItem 	Heavy Wood Box
1014	EtcItem 	Cloth Bundle
1015	EtcItem 	Clay Pot
1016	EtcItem 	Jackson's Receipt
1017	EtcItem 	Silvia's Receipt
1018	EtcItem 	Rant's Receipt
1019	EtcItem 	Official Letter
1020	EtcItem 	Flame Shard
1021	EtcItem 	Ice Shard
1022	EtcItem 	Lilith's Letter
1023	EtcItem 	Theon's Diary
1024	EtcItem 	Adamantite Ore
1025	EtcItem 	Clay Tablet
1026	EtcItem 	Silvery Spidersilk
1027	EtcItem 	Unoren's Receipt
1028	EtcItem 	Creamees's Ticket
1029	EtcItem 	Nightshade Leaf
1030	EtcItem 	Cracked Skull
1031	EtcItem 	Perfect Skull
1032	EtcItem 	Fox Fur
1033	EtcItem 	Fox Fur Yarn
1034	EtcItem 	Maiden Doll
1035	EtcItem 	Plague Dust
1036	EtcItem 	Andellia's Letter
1037	EtcItem 	Fruit of the Mother Tree
1038	EtcItem 	Rumiel's 1st Poem
1039	EtcItem 	Rumiel's 2nd Poem
1040	EtcItem 	Rumiel's 3rd Poem
1041	EtcItem 	Rumiel's 4th Poem
1042	EtcItem 	Wererat's Fang
1043	EtcItem 	Varool Foulclaw's Fang
1044	EtcItem 	Kirunak Skull
1045	EtcItem 	Zombie's Skin
1046	EtcItem 	Nightmare Crystal
1047	EtcItem 	Spellbook: Light
1048	EtcItem 	Spellbook: Might
1049	EtcItem 	Spellbook: Ice Bolt
1050	EtcItem 	Spellbook: Battle Heal
1051	EtcItem 	Spellbook: Vampiric Touch
1052	EtcItem 	Spellbook: Flame Strike
1053	EtcItem 	Spellbook: Cure Poison
1054	EtcItem 	Spellbook: Group Heal
1055	EtcItem 	Spellbook: Curse: Poison
1056	EtcItem 	Spellbook: Curse: Weakness
1057	EtcItem 	Spellbook: Summon Meal
1058	EtcItem 	Spellbook: Shield
1059	EtcItem 	Spellbook: Know Enemy
1060	EtcItem 	Lesser Healing Potion
1061	EtcItem 	Greater Healing Potion
1062	EtcItem 	Haste Potion
1063	EtcItem 	Tutorial Parchment
1064	EtcItem 	Tutorial Parchment
1065	EtcItem 	Tutorial Parchment
1066	EtcItem 	Tutorial Parchment
1067	EtcItem 	Recommendation
1068	EtcItem 	Recommendation
1069	EtcItem 	Leaf of the Mother Tree
1070	EtcItem 	Blood of Mitraell
1071	EtcItem 	Hyacinth Charm
1072	EtcItem 	Hyacinth Charm
1073	EtcItem 	Beginner's Potion
1074	EtcItem 	Boat Ticket: Talking Island to Gludin
1075	EtcItem 	Boat Ticket: Gludin to Talking Island
1076	EtcItem 	Carlon's Letter
1077	EtcItem 	Venom Sac
1078	EtcItem 	Wind Shard
1079	EtcItem 	Darin's Receipt
1080	EtcItem 	Baulro's Potion
1081	EtcItem 	Omen Beast's Eye
1082	EtcItem 	Taint Stone
1083	EtcItem 	Succubus Blood
1084	EtcItem 	Gludio Lord's Mark
1085	EtcItem 	Orc's Necklace
1086	EtcItem 	Werewolf's Fang
1087	EtcItem 	Giant Spider's Leg
1088	EtcItem 	Undrias's Letter
1089	EtcItem 	Ceremonial Dagger
1090	EtcItem 	Dreviant Wine
1091	EtcItem 	Garmiel's Scripture
1092	EtcItem 	Arujien's Letter
1093	EtcItem 	Arujien's Letter
1094	EtcItem 	Arujien's Letter
1095	EtcItem 	Spellbook: Attack Aura
1096	EtcItem 	Spellbook: Elemental Heal
1097	EtcItem 	Spellbook: Drain Health
1098	EtcItem 	Spellbook: Wind Walk
1099	EtcItem 	Spellbook: Wind Shackle
1100	Armor 	Cotton Tunic
1101	Armor 	Tunic of Devotion
1102	Armor 	Tunic of Magic
1103	Armor 	Cotton Stockings
1104	Armor 	Stockings of Devotion
1105	Armor 	Stockings of Magic
1106	EtcItem 	Norman's Letter
1107	EtcItem 	Bone Fragment
1108	EtcItem 	Arbon's Letter
1109	EtcItem 	Roien's Letter
1110	EtcItem 	Bone Fragment
1111	EtcItem 	_
1112	EtcItem 	Leaf of the Mother Tree
1113	EtcItem 	Blood of Mitraell
1114	EtcItem 	Orc Amulet
1115	EtcItem 	Orc's Necklace
1116	EtcItem 	Orc Amulet
1117	EtcItem 	Orc's Necklace
1118	EtcItem 	Spore Sac
1119	Armor 	Short Leather Gloves
1120	Armor 	Pa'agrian Hand
1121	Armor 	Apprentice's Shoes
1122	Armor 	Cotton Shoes
1123	Armor 	Blue Buckskin Boots
1124	Armor 	Boots of Power
1125	Armor 	Assault Boots
1126	Armor 	Crimson Boots
1127	Armor 	Forgotten Boots
1128	Armor 	Adamantite Boots
1129	Armor 	Crude Leather Shoes
1130	EtcItem 	Cobendell's Medicine
1131	EtcItem 	Cobendell's Medicine
1132	EtcItem 	Cobendell's Medicine
1133	EtcItem 	Cobendell's Medicine
1134	EtcItem 	Cobendell's Medicine
1135	EtcItem 	Spiritbound Wand
1136	EtcItem 	Spiritbound Wand
1137	EtcItem 	Spiritbound Wand
1138	EtcItem 	Auron's Letter
1139	EtcItem 	Warrior Guild Mark
1140	EtcItem 	Rusted Bronze Sword
1141	EtcItem 	Rusted Bronze Sword
1142	Weapon 	Rusted Bronze Sword
1143	EtcItem 	Simplon's Letter
1144	EtcItem 	Venomous Spider's Leg
1145	EtcItem 	Medallion of Warrior
1146	Armor 	Squire's Shirt
1147	Armor 	Squire's Pants
1148	Armor 	Hard Leather Helmet
1149	Armor 	Shining Circlet
1150	EtcItem 	Spellbook: Wind Strike
1151	EtcItem 	Spellbook: Self Heal
1152	EtcItem 	Spellbook: Heal
1153	EtcItem 	Jenna's Letter
1154	EtcItem 	Sentry Blade
1155	EtcItem 	Sentry Blade
1156	EtcItem 	Sentry Blade
1157	EtcItem 	Old Bronze Sword
1158	EtcItem 	Bone Fragment
1159	EtcItem 	Elf Skull
1160	EtcItem 	Dark Bezoar
1161	EtcItem 	Sword of Ritual
1162	EtcItem 	Coin of Lords
1163	EtcItem 	Coin of Lords
1164	EtcItem 	Coin of Lords
1165	EtcItem 	Coin of Lords
1166	EtcItem 	Coin of Lords
1167	EtcItem 	Coin of Lords
1168	EtcItem 	Gludio Guard's 1st Badge
1169	EtcItem 	Bugbear Necklace
1170	EtcItem 	Einhasad's 1st Temple Badge
1171	EtcItem 	Einhasad's Crucifix
1172	EtcItem 	Gludio Guard's 2nd Badge
1173	EtcItem 	Venomous Spider's Leg
1174	EtcItem 	Einhasad's 2nd Temple Badge
1175	EtcItem 	Lizardman's Totem
1176	EtcItem 	Gludio Guard's 3rd Badge
1177	EtcItem 	Giant Spider's Husk
1178	EtcItem 	Einhasad's 3rd Temple Badge
1179	EtcItem 	Skull of Silent Horror
1180	EtcItem 	Bezique's Letter
1181	Weapon 	Neti's Bow
1182	Weapon 	Neti's Dagger
1183	EtcItem 	Spartoi's Bones
1184	EtcItem 	Horseshoe of Light
1185	EtcItem 	Most Wanted List
1186	EtcItem 	Stolen Jewelry
1187	EtcItem 	Stolen Tomes
1188	EtcItem 	Stolen Ring
1189	EtcItem 	Stolen Necklace
1190	EtcItem 	Bezique's Recommendation
1191	EtcItem 	1st Letter of Order
1192	EtcItem 	2nd Letter of Order
1193	EtcItem 	Lionel's Book
1194	EtcItem 	Book of Vivyan
1195	EtcItem 	Book of Simplon
1196	EtcItem 	Book of Praga
1197	EtcItem 	Certificate of Gallint
1198	EtcItem 	Pendant of Mother
1199	EtcItem 	Necklace of Mother
1200	EtcItem 	Lionel's Covenant
1201	EtcItem 	Mark of Faith
1202	EtcItem 	Sorius's Letter
1203	EtcItem 	Kluto Box
1204	EtcItem 	Elven Knight Brooch
1205	EtcItem 	Topaz Piece
1206	EtcItem 	Emerald Piece
1207	EtcItem 	Reisa's Letter
1208	EtcItem 	Prias's 1st Torn Letter
1209	EtcItem 	Prias's 2nd Torn Letter
1210	EtcItem 	Prias's 3rd Torn Letter
1211	EtcItem 	Prias's 4th Torn Letter
1212	EtcItem 	Moretti's Herb
1213	Weapon 	Guard's Bow
1214	EtcItem 	Moretti's Letter
1215	EtcItem 	Prias's Letter
1216	EtcItem 	Honorary Guard
1217	EtcItem 	Reisa's Recommendation
1218	EtcItem 	Rosella's Letter
1219	EtcItem 	Red Down
1220	EtcItem 	Magical Powers Ruby
1221	EtcItem 	Pure Aquamarine
1222	EtcItem 	Appetizing Apple
1223	EtcItem 	Gold Leaves
1224	EtcItem 	Immortal Love
1225	EtcItem 	Amethyst
1226	EtcItem 	Nobility Amethyst
1227	EtcItem 	Rosella's Recommendation
1228	EtcItem 	Peridot
1229	EtcItem 	Fertility Peridot
1230	EtcItem 	Eternity Diamond
1231	EtcItem 	Crystal Medallion
1232	EtcItem 	Swindler's Money
1233	EtcItem 	Allana's Diary
1234	EtcItem 	Lizard Captain Order
1235	EtcItem 	Leaf of Oracle
1236	EtcItem 	Half of Diary
1237	EtcItem 	Palus Talisman
1238	EtcItem 	Lycanthrope Skull
1239	EtcItem 	Virgil's Letter
1240	EtcItem 	Morte Talisman
1241	EtcItem 	Venomous Spider's Carapace
1242	EtcItem 	Arachnid Tracker Silk
1243	EtcItem 	Coffin of Eternal Rest
1244	EtcItem 	Gaze of Abyss
1245	EtcItem 	Shilen's Call
1246	EtcItem 	Arkenia's Letter
1247	EtcItem 	Leikan's Note
1248	EtcItem 	Moonstone Beast's Molar
1249	EtcItem 	Leikan's Knife
1250	EtcItem 	Shilen's Tears
1251	EtcItem 	Arkenia's Recommendation
1252	EtcItem 	Iron Heart
1253	EtcItem 	Seed of Anger
1254	EtcItem 	Seed of Despair
1255	EtcItem 	Seed of Horror
1256	EtcItem 	Seed of Lunacy
1257	EtcItem 	Family's Remains
1258	EtcItem 	Varika's Liquor
1259	EtcItem 	Knee Bone
1260	EtcItem 	Heart of Lunacy
1261	EtcItem 	Dark Jewel
1262	EtcItem 	Sidra's Letter
1263	EtcItem 	Blank Sheet
1264	EtcItem 	Bloody Rune
1265	EtcItem 	Garmiel's Book
1266	EtcItem 	Prayer of Adonius
1267	EtcItem 	Penitent's Mark
1268	EtcItem 	Ashen Bones
1269	EtcItem 	Andariel Book
1270	EtcItem 	Orb of Abyss
1271	EtcItem 	Squire's Mark
1272	EtcItem 	Greenis's Charm
1273	EtcItem 	Sap of the Mother Tree
1274	EtcItem 	Lucky Potpourri
1275	EtcItem 	Tamil's Necklace
1276	EtcItem 	Kluto's Memo
1277	EtcItem 	Lucky Key
1278	EtcItem 	Candle
1279	EtcItem 	Hub Scent
1280	EtcItem 	Map of Luster
1281	EtcItem 	Key of Flame
1282	EtcItem 	Flame Earring
1283	EtcItem 	Broken Bronze Mirror
1284	EtcItem 	Wind Feather
1285	EtcItem 	Wind Bangle
1286	EtcItem 	Rama's Diary
1287	EtcItem 	Sparkle Pebble
1288	EtcItem 	Water Necklace
1289	EtcItem 	Rusty Coin
1290	EtcItem 	Red Soil
1291	EtcItem 	Earth Ring
1292	EtcItem 	Bead of Season
1293	EtcItem 	Rusted Key
1294	EtcItem 	Spellbook: Defense Aura
1295	Weapon 	Long Sword
1296	Weapon 	Gladius
1297	Weapon 	Bastard Sword
1298	Weapon 	Caliburs
1299	Weapon 	Great Sword
1300	Weapon 	Apprentice's Rod
1301	Weapon 	Big Hammer
1302	Weapon 	Bec de Corbin
1303	Weapon 	Lance
1304	Weapon 	Conjuror's Staff
1305	Weapon 	Knife
1306	Weapon 	Crafted Dagger
1307	Weapon 	Bow
1308	Armor 	Compound Scale Mail
1309	Armor 	Mithril Breastplate
1310	Armor 	Tunic of Magic
1311	Armor 	Puma Skin Shirt
1312	Armor 	White Tunic
1313	Armor 	Compound Scale Gaiters
1314	Armor 	Mithril Gaiters
1315	Armor 	Stockings of Magic
1316	Armor 	Puma Skin Gaiters
1317	Armor 	Dark Stockings
1318	Armor 	Gloves
1319	Armor 	Leather Gloves
1320	Armor 	Crafted Leather Gloves
1321	Armor 	Rip Gauntlets
1322	Armor 	Bracer
1323	Armor 	Leather Shoes
1324	Armor 	Low Boots
1325	Armor 	Leather Boots
1326	Armor 	Iron Boots
1327	Armor 	Boots
1328	Armor 	Shield of Grace
1329	Armor 	Shield of Victory
1330	Armor 	Zubei's Shield
1331	Armor 	Otherworldly Shield
1332	Armor 	Knight's Shield
1333	Weapon 	Brandish
1334	EtcItem 	Predator's Fang
1335	EtcItem 	Goblin Club
1336	EtcItem 	Glass Shard
1337	EtcItem 	Emerald
1338	EtcItem 	Blue Onyx
1339	EtcItem 	Onyx
1340	EtcItem 	Silvery Leaf
1341	EtcItem 	Bone Arrow
1342	EtcItem 	Steel Arrow
1343	EtcItem 	Silver Arrow
1344	EtcItem 	Mithril Arrow
1345	EtcItem 	Shining Arrow
1346	EtcItem 	Golem's Stoneheart
1347	EtcItem 	Monster Eye Meat
1348	EtcItem 	Basilisk's Gizzard
1349	EtcItem 	Anatomy Diagram
1350	EtcItem 	Zombie Head
1351	EtcItem 	Zombie Heart
1352	EtcItem 	Zombie Liver
1353	EtcItem 	Skull
1354	EtcItem 	Rib Bone
1355	EtcItem 	Spine
1356	EtcItem 	Arm Bone
1357	EtcItem 	Thigh Bone
1358	EtcItem 	Complete Skeleton
1359	EtcItem 	Red Cross Badge
1360	EtcItem 	Blue Cross Badge
1361	EtcItem 	Black Cross Badge
1362	EtcItem 	Spider's Carapace
1363	EtcItem 	Spider Silk
1364	EtcItem 	Spider's Poison Sac
1365	EtcItem 	Broken Stoneheart
1366	EtcItem 	Monster Eye's Lens
1367	EtcItem 	Wolf Claw
1368	EtcItem 	Imp Shackles
1369	EtcItem 	Black Lion Mark
1370	EtcItem 	Spellbook: Aqua Swirl
1371	EtcItem 	Spellbook: Twister
1372	EtcItem 	Spellbook: Blaze
1373	EtcItem 	Magic Gem
1374	EtcItem 	Greater Haste Potion
1375	EtcItem 	Greater Swift Attack Potion
1376	Weapon 	Guard Spear
1377	EtcItem 	Spellbook: Poison Recovery
1378	EtcItem 	Spellbook: Divine Heal
1379	EtcItem 	Spellbook: Cure Bleeding
1380	EtcItem 	Spellbook: Entangle
1381	EtcItem 	Spellbook: Freezing Strike
1382	EtcItem 	Spellbook: Power Break
1383	EtcItem 	Spellbook: Poison
1384	EtcItem 	Spellbook: Sprint
1385	EtcItem 	Spellbook: Recharge
1386	EtcItem 	Spellbook: Disrupt Undead
1387	EtcItem 	Spellbook: Resist Poison
1388	EtcItem 	Spellbook: Mental Shield
1389	EtcItem 	Spellbook: Holy Weapon
1390	EtcItem 	Spellbook: Regeneration
1391	EtcItem 	Spellbook: Empower
1392	EtcItem 	Spellbook: Berserker Spirit
1393	EtcItem 	Spellbook: Quickness
1394	EtcItem 	Spellbook: Sleep
1395	EtcItem 	Spellbook: Surrender to Water
1396	EtcItem 	Spellbook: Surrender to Wind
1397	EtcItem 	Spellbook: Peace
1398	EtcItem 	Spellbook: Focus
1399	EtcItem 	Spellbook: Concentration
1400	EtcItem 	Spellbook: Surrender To Fire
1401	EtcItem 	Spellbook: Acumen
1402	EtcItem 	Spellbook: Agility
1403	EtcItem 	Spellbook: Summon Kat the Cat
1404	EtcItem 	Spellbook: Servitor Recharge
1405	EtcItem 	Spellbook: Servitor Heal
1406	EtcItem 	Spellbook: Servitor Wind Walk
1407	EtcItem 	Spellbook: Servitor Magic Boost
1408	EtcItem 	Spellbook: Mighty Servitor
1409	EtcItem 	Spellbook: Slow
1410	EtcItem 	Spellbook: Poisonous Cloud
1411	EtcItem 	Spellbook: Aura Burn
1412	EtcItem 	Spellbook: Resist Aqua
1413	EtcItem 	Spellbook: Resist Wind
1414	EtcItem 	Spellbook: Resist Fire
1415	EtcItem 	Spellbook: Dryad Root
1416	EtcItem 	Spellbook: Curse of Chaos
1417	EtcItem 	Spellbook: Surrender To Earth
1418	EtcItem 	Spellbook: Surrender To Poison
1419	EtcItem 	Blood Mark
1420	EtcItem 	Ingredient List
1421	EtcItem 	Sonia's Botany Book
1422	EtcItem 	Red Mandragora Root
1423	EtcItem 	White Mandragora Root
1424	EtcItem 	Red Mandragora Sap
1425	EtcItem 	White Mandragora Sap
1426	EtcItem 	Jacob's Insect Book
1427	EtcItem 	Nectar
1428	EtcItem 	Royal Jelly
1429	EtcItem 	Honey
1430	EtcItem 	Golden Honey
1431	EtcItem 	Pano's Contract
1432	EtcItem 	Hobgoblin Amulet
1433	EtcItem 	Dionian Potato
1434	EtcItem 	Glyvka's Botany Book
1435	EtcItem 	Green Marsh Moss
1436	EtcItem 	Brown Marsh Moss
1437	EtcItem 	Green Moss Bundle
1438	EtcItem 	Brown Moss Bundle
1439	EtcItem 	Rollant's Creature Book
1440	EtcItem 	Body of Monster Eye
1441	EtcItem 	Monster Eye Meat
1442	EtcItem 	Jonas's 1st Steak Dish
1443	EtcItem 	Jonas's 2nd Steak Dish
1444	EtcItem 	Jonas's 3rd Steak Dish
1445	EtcItem 	Jonas's 4th Steak Dish
1446	EtcItem 	Jonas's 5th Steak Dish
1447	EtcItem 	Mirien's Review
1448	EtcItem 	Mirien's Review
1449	EtcItem 	Mirien's Review
1450	EtcItem 	Mirien's Review
1451	EtcItem 	Mirien's Review
1452	EtcItem 	Harpy Feather
1453	EtcItem 	Medusa Venom
1454	EtcItem 	Wyrm's Tooth
1455	EtcItem 	Jonas's Salad Recipe
1456	EtcItem 	Jonas's Sauce Recipe
1457	EtcItem 	Jonas's Steak Recipe
1458	EtcItem 	Crystal (D-Grade)
1459	EtcItem 	Crystal (C-Grade)
1460	EtcItem 	Crystal (B-Grade)
1461	EtcItem 	Crystal (A-Grade)
1462	EtcItem 	Crystal (S-Grade)
1463	EtcItem 	Soulshot (D-Grade)
1464	EtcItem 	Soulshot (C-Grade)
1465	EtcItem 	Soulshot (B-Grade)
1466	EtcItem 	Soulshot (A-Grade)
1467	EtcItem 	Soulshot (S-Grade)
1468	EtcItem 	Gludin Panacen
1469	EtcItem 	Gludin Vermouth
1470	EtcItem 	Artemeter
1471	Weapon 	Silenos Blowgun
1472	Weapon 	Dreadbane
1473	EtcItem 	Kasha Wolf Fang
1474	EtcItem 	Grave Robber's Head
1475	EtcItem 	Black Soulstone
1476	EtcItem 	Red Soulstone
1477	EtcItem 	Maraku Werewolf Head
1478	EtcItem 	Darkwing Bat Fang
1479	EtcItem 	Varangka's Parasite
1480	EtcItem 	Kasha Parasite
1481	EtcItem 	Kasha Crystal
1482	EtcItem 	Black Wolf Pelt
1483	EtcItem 	Goblin Necklace
1484	EtcItem 	Goblin Pendant
1485	EtcItem 	Goblin Lord Pendant
1486	EtcItem 	Suspicious Memo
1487	EtcItem 	Suspicious Contract
1488	EtcItem 	Chrysolite Ore
1489	EtcItem 	Torn Map Fragment
1490	EtcItem 	Hidden Ore Map
1491	EtcItem 	Bat Fang
1492	EtcItem 	Floating Stone
1493	EtcItem 	Tarantula Spider Silk
1494	EtcItem 	Tarantula Spinnerette
1495	EtcItem 	Giant Spider's Skin
1496	EtcItem 	Voucher of Flame
1497	EtcItem 	Necklace of Flame
1498	EtcItem 	License of Miner
1499	EtcItem 	Laferon's Recommendation
1500	EtcItem 	Totem of Hestui
1501	EtcItem 	Maraku Werewolf Totem
1502	EtcItem 	Grandma's Pearl
1503	EtcItem 	Grandma's Mirror
1504	EtcItem 	Grandma's Necklace
1505	EtcItem 	Grandma's Hairpin
1506	Armor 	Necklace of Courage
1507	Armor 	Necklace of Valor
1508	Armor 	Ring of Raccoon
1509	Armor 	Ring of Firefly
1510	Weapon 	Butcher's Sword
1511	Weapon 	Silversmith Hammer
1512	EtcItem 	Spellbook: Confusion
1513	EtcItem 	Spellbook: Charm
1514	EtcItem 	Spellbook: Resurrection
1515	EtcItem 	Spellbook: Kiss of Eva
1516	EtcItem 	Spellbook: Corpse Life Drain
1517	EtcItem 	Spellbook: Body To Mind
1518	EtcItem 	Amulet: Flame Chant
1519	EtcItem 	Amulet: Pa'agrio's Gift
1520	EtcItem 	Amulet: Pa'agrio's Blessing
1521	EtcItem 	Amulet: Chant of Fire
1522	EtcItem 	Amulet: Chant of Battle
1523	EtcItem 	Amulet: Chant of Shielding
1524	EtcItem 	Amulet: Soul Shield
1525	EtcItem 	Amulet: Life Drain
1526	EtcItem 	Amulet: Fear
1527	EtcItem 	Amulet: Venom
1528	EtcItem 	Amulet: Seal of Chaos
1529	EtcItem 	Amulet: Dreaming Spirit
1530	EtcItem 	Amulet: Seal of Slow
1531	EtcItem 	Amulet: Chill Flame
1532	EtcItem 	Amulet: Blaze Quake
1533	EtcItem 	Amulet: Aura Sink
1534	EtcItem 	Amulet: Madness
1535	EtcItem 	Amulet: Frost Flame
1536	EtcItem 	Amulet: Seal of Binding
1537	EtcItem 	Amulet: Seal of Poison
1538	EtcItem 	Blessed Scroll of Escape
1539	EtcItem 	Greater Healing Potion
1540	EtcItem 	Quick Healing Potion
1541	EtcItem 	Honey Khandar
1542	EtcItem 	Bear Fur Cloak
